"route_id","service_id","trip_id","trip_headsign","trip_short_name","direction_id","shape_id"
"4","GO203_1665","GO203_162015","Penn Station","2015","1","99"
"4","GO203_1665","GO203_162016","Ronkonkoma","2016","0","98"
"4","GO203_1665","GO203_162017","Penn Station","2017","1","100"
"4","GO203_1665","GO203_162019","Atlantic Terminal","2019","1","101"
"4","GO203_1665","GO203_162021","Penn Station","2021","1","99"
"4","GO203_1665","GO203_162023","Penn Station","2023","1","99"
"4","GO203_1665","GO203_162025","Penn Station","2025","1","99"
"4","GO203_1665","GO203_162031","Atlantic Terminal","2031","1","101"
"4","GO203_1665","GO203_162033","Penn Station","2033","1","99"
"4","GO203_1665","GO203_162035","Penn Station","2035","1","99"
"4","GO203_1665","GO203_162037","Penn Station","2037","1","99"
"4","GO203_1665","GO203_162039","Penn Station","2039","1","99"
"4","GO203_1665","GO203_162041","Penn Station","2041","1","99"
"4","GO203_1665","GO203_162050","Ronkonkoma","2050","0","98"
"4","GO203_1665","GO203_162051","Penn Station","2051","1","99"
"4","GO203_1665","GO203_162052","Ronkonkoma","2052","0","98"
"4","GO203_1665","GO203_162053","Penn Station","2053","1","99"
"4","GO203_1665","GO203_162054","Ronkonkoma","2054","0","98"
"4","GO203_1665","GO203_162055","Penn Station","2055","1","99"
"4","GO203_1665","GO203_162056","Ronkonkoma","2056","0","98"
"4","GO203_1665","GO203_162057","Penn Station","2057","1","99"
"4","GO203_1665","GO203_162058","Ronkonkoma","2058","0","98"
"4","GO203_1665","GO203_162059","Penn Station","2059","1","99"
"4","GO203_1665","GO203_162060","Ronkonkoma","2060","0","98"
"4","GO203_1665","GO203_162061","Penn Station","2061","1","99"
"4","GO203_1665","GO203_162062","Ronkonkoma","2062","0","98"
"4","GO203_1665","GO203_162063","Penn Station","2063","1","99"
"4","GO203_1665","GO203_162064","Ronkonkoma","2064","0","98"
"4","GO203_1665","GO203_162065","Penn Station","2065","1","99"
"4","GO203_1665","GO203_162066","Ronkonkoma","2066","0","98"
"4","GO203_1665","GO203_162067","Penn Station","2067","1","99"
"4","GO203_1665","GO203_162068","Ronkonkoma","2068","0","102"
"4","GO203_1665","GO203_162070","Ronkonkoma","2070","0","98"
"4","GO203_1665","GO203_162071","Penn Station","2071","1","99"
"4","GO203_1665","GO203_162072","Ronkonkoma","2072","0","98"
"4","GO203_1665","GO203_162073","Penn Station","2073","1","99"
"4","GO203_1665","GO203_162076","Ronkonkoma","2076","0","103"
"4","GO203_1665","GO203_162078","Ronkonkoma","2078","0","98"
"4","GO203_1665","GO203_162080","Ronkonkoma","2080","0","98"
"4","GO203_1665","GO203_162082","Ronkonkoma","2082","0","98"
"4","GO203_1665","GO203_162084","Ronkonkoma","2084","0","98"
"4","GO203_1665","GO203_162086","Ronkonkoma","2086","0","98"
"4","GO203_1665","GO203_162088","Ronkonkoma","2088","0","98"
"4","GO203_1665","GO203_162090","Ronkonkoma","2090","0","98"
"4","GO203_1665","GO203_162092","Ronkonkoma","2092","0","98"
"4","GO203_1665","GO203_162094","Ronkonkoma","2094","0","98"
"4","GO203_1665","GO203_162096","Ronkonkoma","2096","0","103"
"4","GO203_1665","GO203_162098","Ronkonkoma","2098","0","98"
"4","GO203_1665","GO203_162099","Penn Station","2099","1","99"
"4","GO203_166","GO203_162102","Ronkonkoma","2102","0","98"
"4","GO203_1665","GO203_162300","Farmingdale","2300","0","104"
"4","GO203_1665","GO203_162301","Penn Station","2301","1","105"
"4","GO203_1665","GO203_162303","Penn Station","2303","1","105"
"4","GO203_1665","GO203_162309","Penn Station","2309","1","106"
"4","GO203_1665","GO203_162315","Penn Station","2315","1","105"
"4","GO203_1665","GO203_162317","Penn Station","2317","1","105"
"4","GO203_1665","GO203_162319","Penn Station","2319","1","105"
"4","GO203_1665","GO203_162350","Farmingdale","2350","0","104"
"4","GO203_1665","GO203_162351","Penn Station","2351","1","105"
"4","GO203_1665","GO203_162354","Farmingdale","2354","0","104"
"4","GO203_1665","GO203_162355","Penn Station","2355","1","105"
"10","GO203_1665","GO203_162401","Penn Station","2401","1","107"
"10","GO203_1665","GO203_162403","Penn Station","2403","1","107"
"5","GO203_1665","GO203_162701","Babylon","2701","1","108"
"5","GO203_1665","GO203_162702","Montauk","2702","0","109"
"5","GO203_1665","GO203_162703","Long Island City","2703","1","110"
"5","GO203_1665","GO203_162704","Montauk","2704","0","111"
"5","GO203_1665","GO203_162706","Montauk","2706","0","112"
"5","GO203_1665","GO203_162707","Jamaica","2707","1","113"
"5","GO203_1665","GO203_162709","Jamaica","2709","1","114"
"5","GO203_1612","GO203_162710","Montauk","2710","0","115"
"5","GO203_1665","GO203_162711","Jamaica","2711","1","116"
"5","GO203_1665","GO203_162712","Montauk","2712","0","117"
"5","GO203_1665","GO203_162716","Montauk","2716","0","109"
"5","GO203_1665","GO203_162720","Montauk","2720","0","118"
"5","GO203_1665","GO203_162730","Speonk","2730","0","119"
"5","GO203_1665","GO203_162731","Babylon","2731","1","120"
"5","GO203_1665","GO203_162733","Penn Station","2733","1","121"
"5","GO203_1665","GO203_162734","Speonk","2734","0","119"
